image;caption
3416050480.jpg; A woman in riding apparel is jumping a brown horse over an object that looks like an airplane .
2756636539.jpg; A black dog jumps through the water .
2756636539.jpg; The black dog is running through the water .
2756636539.jpg; The black dog is in the water on the shore .
3242228425.jpg; A child in a shopping cart is looking down at a fish counter .
3242228425.jpg; A young girl examines the fish selection at the grocery store .
3242228425.jpg; Lady in jacket peruse fresh fish while a lady and a man wait behind her .
4262509387.jpg; A older man in a suit standing next to a large painting of a ship in rocky water under a cloudy sky .
4262509387.jpg; A balding man in a suit and tie stands beside a large painting of a rough sea .
4262509387.jpg; Dressed in a sharp suit , the head of the museum 's security team , looks like an ordinary museum visitor as he guards its most expensive painting .
2874728371.jpg; A large brown dog has his noce on the back of a small black dog .
2874728371.jpg; A large brown dog and a small gray dog on a rocky surface with weeds behind them .
2874728371.jpg; The brown dog sniffs the back of a smaller black dog .
3393940726.jpg; Two men working on there apple laptops .
3393940726.jpg; Two men are using their laptops .
3393940726.jpg; Two men seated , one holding a guitar , looking at laptop computer screens .
241345323.jpg; Football players playing a football game .
241345323.jpg; Sooners football player number 50 plays in a game .
241345323.jpg; A play just beginning during a football game .
5930769790.jpg; A woman shaving a black and white dog .
5930769790.jpg; A brown-haired woman is giving a black and white dog a haircut .
5930769790.jpg; A woman giving a dog a haircut .
3068735836.jpg; A man does a motorcycle trick on a racetrack while many people watch .
3068735836.jpg; A man does a wheelie on a motorcycle while a crowd watches .
3068735836.jpg; A man is pulling a wheelie on a motorcycle whilst being watched by a group of people .
3892563639.jpg; Bolivian herder and the llamas in the fields .
3892563639.jpg; a man is sitting a lamb and a llama .
3892563639.jpg; Man in a colorful sombrero and poncho sitting on the grass with 2 goats and a lama .
4364359337.jpg; The man in the Snoopy jacket is drawing a picture of trees .
4364359337.jpg; The gentlemen with a snoopy jacket is painting the surrounding scenery beautifully .
4364359337.jpg; Man wearing blue coat with snoopy on back , painting scene in park during fall season .
4942777259.jpg; A shirtless boy is walking down the beach holding a large branch .
4942777259.jpg; A young man poses with a stick and looks at the camera .
4942777259.jpg; This is a young boy on a beach holding a stick .
4851210984.jpg; Four men are playing a game of chess in a park .
4851210984.jpg; Two men play a game of chess in the park while two others eagerly await their chance
4851210984.jpg; A group of men out in a public park at a chess table , engaged in a game .
6911531738.jpg; A white man with glasses holds his hands up in mid-sentence .
6911531738.jpg; The conductor was very agitated during the performance .
6911531738.jpg; A man is conducting an orchestra .
1306145560.jpg; The dog is swimming with the ball .
1306145560.jpg; A black dog , with a tennis ball in its mouth , swims through water .
1306145560.jpg; A black dog carries an orange tennis ball in his mouth as he swims .
2100816230.jpg; Man skiing over a barrel in a snowy area .
2100816230.jpg; A man jumps while snow skiing .
2100816230.jpg; A skier catches air over the snow .
2137837860.jpg; A man in a blue shirt enjoys a plush beer bottle .
2137837860.jpg; Man at party receiving beer pillow gift .
2137837860.jpg; A man opening novelty gifts including a large plush green beer .
180094434.jpg; Three kids are playing at a fountain in front of a building .
180094434.jpg; A few younger boys play around a fountain .
180094434.jpg; A group of people gather around a large fountain .
2856700762.jpg; Two men with backpacks hiking up a trail .
2856700762.jpg; There are two young people with backpacks on and then are standing next to a hiking trail .
2856700762.jpg; Two hikers carrying backpacks are standing in front of a path patiently looking over at something and waiting patiently .
1546632452.jpg; A young boy jumping barefoot on a trampoline in his grassy backyard .
1546632452.jpg; This child is jumping on a large trampoline .
1546632452.jpg; A young boy in shorts and a green shirt making a face while airborne on a trampoline .
8088028369.jpg; A bald man with a beard is playing a saxophone in a dimly-lit room , with pictures on the wall behind him .
8088028369.jpg; A male saxophone player belts out a song in the dim light of a local establishment .
8088028369.jpg; A man is playing the saxophone .
3875347394.jpg; A man in blue cap is holding the net .
3875347394.jpg; A man in a blue hat standing with a large net in his hand .
3875347394.jpg; A man is holding a blue fishing net in front of some rocks .
131114016.jpg; Some children are playing on a trampoline , a boy in a red shirt is covering his face as he cries .
131114016.jpg; A young boy covering his face while sitting on a trampoline .
131114016.jpg; A boy covers his face while sitting on a trampoline .
7371279360.jpg; A black male looking and reaching his arms upward .
7371279360.jpg; A black guy with long stringy hair and an american du rag holds his hands up to the sky at some kind of gathering .
7371279360.jpg; A black man , in a crowd , watching a show , raising his arms .
447430161.jpg; People are gathered around for an occasion .
447430161.jpg; There are many people collected in a field .
447430161.jpg; People enjoying a Renaissance Fair .
2791640741.jpg; Two men in black jackets are standing near a fire .
2791640741.jpg; Two men in black hoodies , one of which is smoking a cigarette standing next to a fire .
2791640741.jpg; Two men standing next to a fire at night .
4557175287.jpg; A woman in a yellow coat and purple boots looks over the shoulder of a man while another couple walks along in the background .
4557175287.jpg; A woman in a yellow coat talks with a man carrying a backpack .
4557175287.jpg; A woman in a yellow coat is looking at something with the man next to her .
7283701780.jpg; A race car is drifting on the unpaved the road .
7283701780.jpg; A driver is drifting the back of his car , making a cloud of dirt behind him .
7283701780.jpg; The Total Citroen racing car is on a rugged road .
2917843040.jpg; A guy in red jumping .
2917843040.jpg; A person jumps outside .
2917843040.jpg; A man jumping on the hard ground .
4579150154.jpg; A female dancer in black spandex flies through the air .
4579150154.jpg; A ballerina is doing a grande pa de chat .
4579150154.jpg; A gymnast wearing a black leotard is flying through the air .
6867620021.jpg; Two women wearing saris carry bricks on their heads .
6867620021.jpg; Two ethnic women wearing traditional red and blue garb are balancing bricks on top of their heads .
6867620021.jpg; Two Indian women loading bricks to carry on their heads .
2422637172.jpg; A man with a red shirt on and a backpack is taking pictures of graffiti on a wall .
2422637172.jpg; Man in red hoodie taking pictures of graffiti on the wall .
2422637172.jpg; A man in a red jacket takes pictures of graffiti .
3504379699.jpg; A Japanese man plays a flute from sheet music beside a tree lines river .
3504379699.jpg; This man plays music while someone 's belongings hang from a nearby tree .
3504379699.jpg; A man playing an instrument next to a tree .
2513594933.jpg; A woman in a red dress walking .
2513594933.jpg; A lady in a sexy red dress walks in front of a crowd of men .
2513594933.jpg; Many people have decided to take a rest on the steps .
324450575.jpg; Two people stand next to a goat .
324450575.jpg; A white double horned goat standing on a platform looking at two young boys , one in a red shirt and the other in red white and black shirt .
324450575.jpg; A boy trying to move another boy out the way of a billy goat about to butt him .
336674932.jpg; A person on the shoreline walking away from the water .
336674932.jpg; A man is walking along a beach .
336674932.jpg; A figure dragging a net in a wet area near the waters edge .
100444898.jpg; A man stands on wooden supports and surveys damage .
100444898.jpg; A person in gray stands alone on a structure outdoors in the dark .
100444898.jpg; A large structure has broken and is laying in a roadway .
4715895796.jpg; Two women are sharing an umbrella together .
4715895796.jpg; Two women are sharing an umbrella .
4715895796.jpg; Two women are standing under an umbrella together , in front of a bandstand .
2156131463.jpg; Two men stand looking at the ocean at a tropical resort .
2156131463.jpg; Two men are watching others on a beach shore .
2156131463.jpg; A group of people are standing on a beach near to a white sunshade .
2991335410.jpg; An old man in a red sweatshirt chisels away at a rock sculpture .
2991335410.jpg; The artist chisels away at the large stone .
2991335410.jpg; A man in a flannel shirt is chiseling a rock .
6973013506.jpg; A young female child is holding a homemade sign that says End War , with Ron Paul written on the side .
6973013506.jpg; A young girl expresses her support for Ron Paul with a hand made sign .
6973013506.jpg;" A young girl in a pink and white sweater is holding a pro Ron Paul sign that reads "" END WAR . """
513116697.jpg; The skier does a high flip over snow in the mountains .
513116697.jpg; a skier jumps over a gap .
513116697.jpg; A skier doing a flip while jumping .
1174525839.jpg; The girls is jumping into the air on the beach .
1174525839.jpg; A young , long-haired , girl on the beach , is jumping in the air .
1174525839.jpg; A girl in blue is jumping on the shore as small waves approach her .
3713632593.jpg; A young boy is sitting in front of a computer and typing words onto the screen .
3713632593.jpg; A boy in a blue shirt on a computer .
3713632593.jpg; A child , roughly ten years old , playing a video game on an old style computer .
4834128530.jpg; A woman in an apron cleans a table that is surrounded by different colored chairs .
4834128530.jpg; A waitress wearing a red apron is clearing a table .
4834128530.jpg; A waitress is setting up a table at an outdoor restaurant .
2279729059.jpg; a firefighter standing proud in front of his truck .
2279729059.jpg; There is a man in fireman 's gear crossing the road near a white bus and a red semi .
2279729059.jpg; A man in a fire suit is looking at an orange truck on a busy street .
4327162496.jpg; A child with his eyes closed in a blue shirt sits near a table .
4327162496.jpg; A little boy in a blue shirt starting to cry .
4327162496.jpg; A crying child is tugging at an adult 's shirt .
3435648640.jpg; Two dogs fight or play in a field .
3435648640.jpg; a large black dog fighting with another large brown and black dog .
3435648640.jpg; Two dogs nussle one another in the grass near a lake .
3220151692.jpg; Two sumo wrestlers wrestling in a sand ring .
3220151692.jpg; Two sumo wrestlers are fighting in a ring .
3220151692.jpg; Two sumo wrestlers in the ring .
2421823977.jpg; Men working on a photo shoot .
2421823977.jpg; A young man is on top of an industrial structure where his friends are looking at him .
2421823977.jpg; Four men looking up at another man getting ready to do something .
4780491039.jpg; The two people are coming out of grill shop .
4780491039.jpg; Bike riding in the square .
4780491039.jpg; A girl in a black tank top and gray capri pants rides a bicycle past a pedestrian in a green shirt .
3352199368.jpg; A hiker is walking up the mountain on a snow-covered road .
3352199368.jpg; A person stands in the snow at the edge of a mountain .
3352199368.jpg; A traveler on a snowy road
3530502404.jpg; A man in a skeleton printed outfit is sitting on a clean motorcycle .
3530502404.jpg; A man in wearing a mask and black leather is sitting on a motorcycle on the street .
3530502404.jpg; A person on a motorcycle wearing full leather with a skeleton on it and skeleton mask .
2353088412.jpg; A brown dig and black dog are playing with a stuffed toy .
2353088412.jpg; A brown dog with a toy duck in its mouth runs through snow while a black dog chases it
2353088412.jpg; The brown dog is being chased by a black dog while holding a small toy in his mouth .
4360988503.jpg; A crowd watches as five dogs are judged at a dog show .
4360988503.jpg; A judge for a dog show is in a suit and examining one of the dogs .
4360988503.jpg; People walking their dogs at a dog show being viewed by a large crowd at the American Kennel Club .
2387419639.jpg; A young woman is sitting while taking public transport .
2387419639.jpg; A lady with a gray jacket and jeans sitting close to a man wearing a long coat .
2387419639.jpg; A woman and a gentleman riding mass transit .
4882073197.jpg; Woman in dress walks in the middle of the street .
4882073197.jpg; A woman with short , dark hair carrying a pink bag and wearing red shoes stands in the middle of a street .
4882073197.jpg; On a busy city street , a woman stands along on a traffic island .
4360622935.jpg; Two people eating at a restaurant .
4360622935.jpg; A man in glasses with black frames is eating a burger .
4360622935.jpg; Two women eating together and smiling .
5364849864.jpg; A Hockey game features the white team against the black team .
5364849864.jpg; Players from two hockey teams , one in black jerseys and one in white , fight over a puck on an ice rink as a referee and audience look on .
5364849864.jpg; Boston Bruins and Pittsburgh Penguins playing ice hockey .
6000340511.jpg; A skater moving around a track in front of an audience .
6000340511.jpg; A woman skating with a pink helmet on .
6000340511.jpg; A woman is rollerskating wearing black capri pants , a white tank top and a purple helmet while a crowd watches .
5621180809.jpg; Four children are playing in the sand near the water 's edge .
5621180809.jpg; Four young children on a sandy beach , with rocks and others in the background .
5621180809.jpg; Four children in bathing suits play on a beach lined with rock and foliage , while other people are visible in the background .
4604364861.jpg; Police officer on horse passes bicycle rider in front of white wall .
4604364861.jpg; The police officer riding a horse is talking to a man riding a bike .
4604364861.jpg; There is someone riding that horse .
5455508814.jpg; Women are washing their clothes in a river .
5455508814.jpg; Seven women stand and sit around a waters edge and one of them women sitting in the middle with her bare feet in the water drinks from a water bottle .
5455508814.jpg; A group of Indian young women and girls are bathing at the edge of a pool with their dry clothes and a building in the background .
2539933563.jpg; A person standing on the sidewalk near a large gathering of people at a tent .
2539933563.jpg; A woman stands holding an orange cup in front of a crowd .
2539933563.jpg; A woman is holding a drink in front of a white tent .
6250563782.jpg; Two ladies wearing formal wear , one of whom is older than the other one and is helping the younger one get dressed .
6250563782.jpg; A mother helps her daughter dress for a special occasion
6250563782.jpg; A older woman is helping out another woman , who has her back to the camera , with her clothing .
26172759.jpg; A person kayaking in strong currents .
26172759.jpg; A man in a blue helmet is paddling a blue oar in a blue kayak in rough water .
26172759.jpg; A kayaker wearing a blue helmet paddles a blue kayak .
4879964792.jpg; A Violinist plays as he is decorated as a clown .
4879964792.jpg; A clown in a white shirt and tie playing a violin .
4879964792.jpg; A man with glasses wearing a tie plays the violin .
3298561497.jpg; A little boy shoveling snow .
3298561497.jpg; Little boy shoveling snow in the driveway .
3298561497.jpg; Child wearing a red coat is shoveling snow .
2749228652.jpg; A man is playing his guitar while jumping up in down .
2749228652.jpg; Two men and their band are performing live on stage .
2749228652.jpg; A man is holding a microphone and another man is playing a guitar and jumping on a stage .
2611605367.jpg; A man in the park doing some rock climbing .
2611605367.jpg; A man does fake rock climbing on a park 's rock climbing rock that is no more than eleven feet tall .
2611605367.jpg; A man climbing a rock in a park .
4682822726.jpg; Man in black shirt and jeans , laughing and talking with girl in white .
4682822726.jpg; The man in the white belt and sunglasses is holding the girl 's hand .
4682822726.jpg; The man in black tries to amuse the lady in white by picking his nose .
4145721513.jpg; An african american gets a haircut .
4145721513.jpg; Young man gets haircut by another young man .
4145721513.jpg; An African American man getting his haircut by another man .
2385673753.jpg; A person with black hair and a blue uniform is standing on the sidewalk .
2385673753.jpg; A man is waiting to go in the booth .
2385673753.jpg; A black man with long braids standing in front of a street booth .
3613175012.jpg; A group of bohemians stroll down the street , one with a shopping cart .
3613175012.jpg; Four young people walk down a sunny street , one pushing a shopping cart
3613175012.jpg; A group of four people prance away from the camera , one pushing a shopping cart and another leaping along side .
4933865159.jpg; Men in white suits stand in the road and along the side of the road .
4933865159.jpg; A group clad in white and blue assume a formation in the street .
4933865159.jpg; A group of people in white uniforms doing a show in the middle of the street .
5388693640.jpg; People in snowy climate prepare to eat food on plates .
5388693640.jpg; Multiple people at a gathering under a pavilion in the snow .
5388693640.jpg; People gathered around a table .
294391131.jpg; People crossing a river on a narrow wooden bridge from one side to the other at sunset .
294391131.jpg; A sunset scene with a mountain in the background and people walking across a walkway bridge .
294391131.jpg; People crossing a bridge over a body of water at sunset .
4778867483.jpg; Two young boys play in a park sprinkler .
4778867483.jpg; Two boys play in the spray of a tiled water fountain .
4778867483.jpg; Two young boys playing at an outdoor fountain .
3215847501.jpg; Several people are standing on a ledge overlooking snowy mountains .
3215847501.jpg; a group of people standing on a hill with the sun in the distance .
3215847501.jpg; A group of climbers in silhouette stare towards the sun over the mountaintops .
1984936420.jpg; A young boy catches a fish from a stream while a young girl helps .
1984936420.jpg; Two kids fishing near a river .
1984936420.jpg; A boy catches a fish in a small stream as a girl points .
3256847933.jpg; A man enjoys a distant rainbow sinking over the ocean .
3256847933.jpg; A man sits on a beach staring out into the ocean where a rainbow is beginning to form .
3256847933.jpg; This person is sitting and looking out to the ocean .
4166073903.jpg; A group of kids are raising their hands .
4166073903.jpg; Children and parents raising their hands in a library .
4166073903.jpg; Several children holding up a red butterfly on a stick during story time .
2906329398.jpg; One woman and two young girls are sitting outside on chairs made out of tree stumps .
2906329398.jpg; Two kids and a woman are sitting outside on a porch .
2906329398.jpg; A woman and two children are sitting on wooden furniture outdoors .
2913818905.jpg; Two dogs running on wet sand .
2913818905.jpg; A black dog and a black and white dog are running on sandy ground .
2913818905.jpg; A black dog and a black and white dog are running in dirt .
3186685756.jpg; A woman in a white shirt plays a black guitar .
3186685756.jpg; Woman in a white shirt plays a black guitar .
3186685756.jpg; a woman in white plays a black guitar .
164622257.jpg; A man in a black jacket and blue jeans carrying a camera walking up to the front of a cave that has the front of it blocked off by bars .
164622257.jpg; A man looks into a barred hole in a hill .
164622257.jpg; A man standing before a gate inside a hill .
1112212364.jpg; A small boy is playing with rocks
1112212364.jpg; Toddler sits on a pile of rocks .
1112212364.jpg; A baby is stacking rocks on the beach .
3057862887.jpg; A child and an adult looking at each other .
3057862887.jpg; A woman wearing many beaded necklaces looks at a child with just one .
3057862887.jpg; A man and a young boy sitting down
405405965.jpg; A young , blindfolded boy wields a colorful stick , attempting to hit a pinata , while a woman holding a girl and a man look on .
405405965.jpg; Children at a party hitting a Dora pinata .
405405965.jpg; A child plays in his backyard .
2194167019.jpg; A messy haired girl in a club .
2194167019.jpg; a woman with long brown hair walking through a crowd .
2194167019.jpg; Brown-haired woman turning head fast making hair whip around .
4334569240.jpg; A boy is sleeping in his dinner bowl .
4334569240.jpg; A little boy has fallen asleep in his food , which is sitting on a blue and yellow tablecloth .
4334569240.jpg; The child is sleeping while he is eating .
4867980012.jpg; Two women , one holding a plaque , one wearing a name badge , in a diner .
4867980012.jpg; Two women sitting at a lunch table with papers and books on the table laughing .
4867980012.jpg; Two women are enjoying each others company .
2632111399.jpg; A child catcher reaching out his mitt to catch a ball .
2632111399.jpg; A boy catcher in a helmet , stretching out his gloved hand for a catch .
2632111399.jpg; A catcher in a red and white uniform plays at a baseball game .
232193739.jpg; Skateboarder in the air .
232193739.jpg; The guy in the blue shirt and jeans performs a grab trick on his skateboard .
232193739.jpg; A guy skateboarding on midair .
2234368402.jpg; A child in a red hat is looking out a window while a woman on the street watches the same event .
2234368402.jpg; A little boy is looking outside a door dressed in a winter coat with winter gear on .
2234368402.jpg; A child in a coat and hat is standing in a yellow doorway , and a woman in a coat and hat is standing outside , holding a cup .
2870426310.jpg; Three little children in a grassy yard running towards the camera .
2870426310.jpg; Two little girls and one little boy are running on the grass .
2870426310.jpg; Three little kids are playing on a yard .
3172239116.jpg; A group of cheerleaders surround a small child .
3172239116.jpg; The cheerleader is holding the child with a smile on her face .
3172239116.jpg; A group of Seminole cheerleaders embrace a young fan at a game .
3562001359.jpg; A woman and a dog are riding in a kayak passing by some trees .
3562001359.jpg; Women sitting in yellow kayak with her dog .
3562001359.jpg; The person and the dog are sitting on the yellow canoe .
4895560344.jpg; A man orders a hotdog from a street vendor .
4895560344.jpg; A man buys food from a street vendor .
4895560344.jpg; A man buying a hotdog at a hotdog stand on the side of the street during the night .
9268793.jpg; Man in blue shirt , standing on deck .
9268793.jpg; A man in jeans and a purple shirt hard at work building a deck .
9268793.jpg; A man with a blue shirt , mustache and glasses is working with lumber on a deck .
4388731466.jpg; Two dark-haired men in orange shirts leaning on a desk next to a man in a uniform .
4388731466.jpg; Two men in red shirts talking to each other .
4388731466.jpg; There are three men , but two are wearing red shirts and chatting to one another .
4474230746.jpg; Someone is painting a wall outside .
4474230746.jpg; A man in blue jeans paints a mural onto a light blue background .
4474230746.jpg; A man in jeans painting a wall .
4565051147.jpg; A woman in a blue jacket holds the hand of man in a blue jacket
4565051147.jpg; woman wearing a yellow shirt holding hands with a man wearing a black shirt .
4565051147.jpg; A woman in a yellow shirt and blue jacket holds hands with a man in a blue jacket and black shirt while walking past a gray-blue manhole cover .
2742808804.jpg; A young girl is hopping from one square stone to another , along a path .
2742808804.jpg; A woman playing hopscotch with a set of concrete inside the grass .
2742808804.jpg; The girl is hopping on each squares on the grass .
958317706.jpg; A person in jeans and a t-shirt is enjoying spending time in a small garden outside .
958317706.jpg; A young man in jeans , and a white T-Shirt swinging a baseball bat .
958317706.jpg; A boy swinging or holding an axe .
1060605297.jpg; Firefighters converse with a man at the scene of an emergency .
1060605297.jpg; Several firefighters are responding to an alarm .
1060605297.jpg; Firefighters are responding to an event .
6932499892.jpg; Two fire-dancers with minimal clothing put on a show .
6932499892.jpg; A man and a woman dressed in white are practicing fire dancing .
6932499892.jpg; Two performers are doing a routine with flaming objects and passing them to one another .
1390184143.jpg; A white bird is standing on a wooden platform .
1390184143.jpg; A seagull is standing on a picnic table
1390184143.jpg; A man , a woman , and a white bird are at picnic tables near water .
5701786491.jpg; A young girl wearing bunny ears takes the wheel on a video racing game .
5701786491.jpg; A little girl with long blond-hair in a ponytail wearing a black and white polka dotted dress with pink trim and rabbit ears sits in a red chair playing the Speed Up video game .
5701786491.jpg; Little girl in a bunny costume playing a large commercial video game .
3838186953.jpg; Four people on bicycles cross down the middle of a railroad bridge .
3838186953.jpg; A group of people are riding bikes across a bridge .
3838186953.jpg; A group of bicyclists are crossing a bridge .
3676460610.jpg; Woman on bicycle riding down dirt trail .
3676460610.jpg; A woman rides a bike on a trail through a field .
3676460610.jpg; A woman biking along a trail surrounded by various plants .
1572532018.jpg; A little boy in red shorts , a boy in a black Speedo , and a boy in gray shorts are all running on the beach .
1572532018.jpg; Three boys are running on the beach playing a game .
1572532018.jpg; Three boys play tag on the beach .
3141440149.jpg; Two little boys are standing in a kitchen .
3141440149.jpg; Two boys are standing in a kitchen .
3141440149.jpg; Two young boys standing in a kitchen with hardwood floors .
4571649296.jpg; A man sits on top of a blue ball , and holds an infant , while a smiling toddler behind him hangs onto his back .
4571649296.jpg; A bearded man with glasses is sitting on a large blue ball while holding a baby as a little boy clad in underwear tries to climb on the man 's back .
4571649296.jpg; A man holding a baby with a child on his back .
2317077597.jpg; A man looks at the camera as he stands outside a subway entrance , while a girl behind him talks on her cellphone .
2317077597.jpg; A woman , talking on her cellphone , and a man are standing outside of a Sbarro pizza restaurant , next to the subway .
2317077597.jpg; A woman on the phone is standing at the end of the subway entrance while a man with a black hat stares straight at the camera .
4641294847.jpg; A lone man only wearing boxers is sitting on a chair looking out an above ground window .
4641294847.jpg; A person , wearing no shirt , is sitting in a white chair staring over a ledge .
4641294847.jpg; A man is sitting on a white chair looking outside .
4715587253.jpg; Woman with blond-hair singing into a microphone .
4715587253.jpg; A goofy looking woman is singing on stage .
4715587253.jpg; A blond singer is performing as people dance behind her .
4584668422.jpg; A man with a beard is using a sewing machine .
4584668422.jpg; An older man in a white plaid shirt is using a sewing machine , stitching some fabric .
4584668422.jpg; A man with a white shirt sowing a piece of fabric .
3395867984.jpg; the team in white seems to be winning or just score a goal .
3395867984.jpg; girls playing a game of lacrosse
3395867984.jpg; A lacrosse player celebrates with a teammate .
3420660565.jpg; Men sit outside under a tree in full bloom .
3420660565.jpg; An amazingly blossomed red tree with several people sitting on a couch beneath its flowers .
3420660565.jpg; Four people are sitting on blue and green couches , while a fifth man sitting aside looks on , underneath a sprawling red tree .
1356895715.jpg; A motorcyclist drives up the side of a green mountain while another bike remains stationary .
1356895715.jpg; A black motorcycle parked in a parking lot in front of a grass filled hill .
1356895715.jpg; A motorcycle is parked along side a mountain road while another goes down the road .
4890594204.jpg; A man with a bandanna plays some homemade instruments in a crowded city .
4890594204.jpg; A man with a blue hat and a blue shirt is holding pot lids .
4890594204.jpg; A man in a cap covered with bright buttons bangs pot lids together .
1689265814.jpg; A street performer , dressed in colorful flowers , is hula hooping for tourists attention .
1689265814.jpg; A person , wearing a costume with many flowers , is standing on the sidewalk trying to get the attention of people passing by .
1689265814.jpg; Man in flowery costume and hat performs with hula-hoop in city street .
2908859957.jpg; The little girl in the yellow dress is jumping over a red and green rope .
2908859957.jpg; A girl in a yellow dress jump ropes .
2908859957.jpg; A little girl in a yellow dress jumping rope .
32627994.jpg; A large group of young children with basketballs .
32627994.jpg; Young children holding basketballs .
32627994.jpg; A group of children sitting down and holding basketballs on their laps .
7151070637.jpg; A large group of people are running a marathon through a city .
7151070637.jpg; A group of runners are running towards two identical skyscrapers .
7151070637.jpg; A crowd of people run a marathon in a cityscape with two skyscrapers in the background .
3004823335.jpg; A black and white dog stares up into the sky on a sunny day .
3004823335.jpg; A dog in a grassy field , looking up .
3004823335.jpg; A dog looking up in a grassy field .
3083457930.jpg; A woman with blond-hair and a white shirt and white apron is cooking .
3083457930.jpg; A blond woman wearing an apron is putting ingredients into a bowl .
3083457930.jpg; Woman in white cooking up some food .
3570800810.jpg; Two young children wearing winter coats and hats are playing in the melting snow .
3570800810.jpg; Two children shovel snow and melting ice .
3570800810.jpg; Two boys shoveling in melted snow .
493276179.jpg; Man with no shirt walking behind a truck .
493276179.jpg; A shirtless man with a sleeve of tattoos walks toward a black pickup truck .
493276179.jpg; A man with no shirt and tattoos on his shoulder is walking near a truck .
3626325621.jpg; A man with a blue plaid shirt is posing inside a tree .
3626325621.jpg; A man wearing blue stands in part of a large , hollow , tree trunk .
3626325621.jpg; A man with a plaid shirt stands with his hand on hip at an opening of a large tree .
4280376593.jpg; Truck with corporate advertising driving in the desert .
4280376593.jpg; A crowd of people , young and old , are in the desert watching a Red Bull sponsored Jeep race down the sand .
4280376593.jpg; A Volkswagen vehicle speeds through a desert landscape amid mountains .
5657272299.jpg; A woman competing in a barista championship .
5657272299.jpg; A woman in a black shirt is operating a beverage machine while a man in a white shirt watches .
5657272299.jpg; Lady with a black outfit and headset in her ear is fixing coffee .
2818735880.jpg; Five brown dogs are walking down a grassy path .
2818735880.jpg; brown dogs are running down a trail
2818735880.jpg; A group of dogs runs down a path through dry grass and bushes .
2637909455.jpg; A woman in a brightly patterned shirt uses tongs to tend to meat cooking on a grill .
2637909455.jpg; A girl with short cut hair is cooking food on a grill .
2637909455.jpg; A woman in a multicolored dress stands over a grill cooking .
2339530872.jpg; Men dressed in black suits are happily jogging on the sidewalk .
2339530872.jpg; Three men are rushing down a sidewalk , looking happy .
2339530872.jpg; A group of males dressed in conservative clothing walking down a sidewalk .
2055646179.jpg; A child is playing with a water spout outdoors while the rest of his family watches .
2055646179.jpg; A young child plays with a hose in a field with another child , and two adults .
2055646179.jpg; A boy holding a hose next to a man while another boy watches on , held by a woman .
3724623861.jpg; A girl in a colorful dress and sunglasses is playing a violin on the street .
3724623861.jpg; A woman wearing a plaid dress plays an instrument while standing near a tree .
3724623861.jpg; A woman plays a violin outdoors .
1473080948.jpg; A man kayaking through rapids .
1473080948.jpg; A kayaker wearing a blue wetsuit and black helmet paddles his yellow kayak in murky rolling rapids .
1473080948.jpg; A person in a blue shirt , helmet and life jacket paddles a yellow kayak .
3100621894.jpg; A donkey carrying a load of grass down a road .
3100621894.jpg; A donkey carting greens and two people on a street .
3100621894.jpg; A mule pulls a cart down a city street .
3869207554.jpg; A woman in a red shirt and black shorts jogs down a narrow road .
3869207554.jpg; Woman in red shirt , black shorts and ponytail jogging .
3869207554.jpg; A view of a straight road with a woman jogging along the side .
261634569.jpg; Woman weaves on a loom while another woman watches .
261634569.jpg; They are sitting with clothes on .
261634569.jpg; Two ladies are sitting and are watching something .
3187492926.jpg; A person is diving into clear blue water .
3187492926.jpg; A man in black bathing trunks dives into water .
3187492926.jpg; A man dives into a clear blue lake .
251308607.jpg; People raising their hands at a concert .
251308607.jpg; People at a concert wave their hands in the air as they watch the singer and guitarist perform .
251308607.jpg; A band plays at a concert while the audience raises their hands over their head .
2519483556.jpg; Three girls pretend to be rock musicans in a posh living room .
2519483556.jpg; The three girls have pillows .
2519483556.jpg; Three pre-teen girls wearing sunglasses dance and sing in a family home .
3139238055.jpg; Four people smile and hold golden plates behind their heads .
3139238055.jpg; Two men and women pose for a camera with large gold plates held behind their heads .
3139238055.jpg; friends posing for a picture while holding plates
4427059629.jpg; A cowboy riding a bucking bronco at a rodeo in front of a crowd .
4427059629.jpg; A young cowboy is riding bucking bronco in an arena .
4427059629.jpg; Men in rink with one man on out of control horse .
1387785218.jpg; A little girl pushing a baby doll stroller
1387785218.jpg; A child pushes a doll in a baby carriage .
1387785218.jpg; a young child carrying a doll in a stroller
3172283002.jpg; Four people posing for a picture
3172283002.jpg; Four people , two women in the front and a man and woman in the back , pose at night .
3172283002.jpg; One man and three women pose for the camera .
2529205842.jpg; Basketball player has fallen on the court while another grabs at the ball from out of frame .
2529205842.jpg; Two high school basketball players reach to grab the ball , one falling to the floor .
2529205842.jpg; Two basketball players are scrambling for the ball on the court .
3330007895.jpg; A man wearing a black jacket looking down .
3330007895.jpg; An older man in a black jacket looking down .
3330007895.jpg; A man in a dark jacket looking down .
2695298213.jpg; Several young people wearing casual clothes walking outside on a bright sunny day .
2695298213.jpg; In an outdoor scene on a sunny day , a group of young adult males wearing colorful T-shirts walks behind a woman wearing sunglasses , a black tank-top , and blue shorts .
2695298213.jpg; A group of preteens walks near a river .
3787801.jpg; A man sits a desk , in front of a computer while looking at some paper .
3787801.jpg; A young man reviews photos at his work station .
3787801.jpg; A man is busy at work examining photographs .
2925163296.jpg; People jog down the street in an event , the woman in front raises her hand to the camera .
